annotationId,language,sdg_categories,predicted
a731b8d2-d15e-4432-95b7-56b603affc20,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
afccc7d0-f923-4353-a489-a24cb49994a4,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5
3ca70f72-f3c6-4e20-93a8-8462fd479f11,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
9a63494d-a0e9-4a68-b03d-da60d815131a,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
5004bf19-de44-4f00-97ce-da6b2f23c223,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
8b7ec37c-7350-4cb3-8c6e-c8fa0c80cb2f,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
9d769769-2ff7-4c5e-ade7-9bd4c0062ba5,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
85317777-4d4f-4133-a229-be3cb67550a4,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
30a6cccb-83a7-4211-992a-9f6931ee7e1a,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
70c1d61f-5721-423d-beb6-4faa996d2d00,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
1da02fb4-a3aa-4338-9b92-93fad239ddf9,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
da641c9b-6e56-43b4-9862-a3ef90b13f33,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
7c492eed-6b5f-4ce1-a21b-99c6a8187967,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
31e81abb-75d9-46d0-86f6-bda7b54c473b,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
d2536923-c663-45d8-bf79-19c527f56b7f,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
fadc869b-12e0-40d0-a573-b45f68d232e7,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
e1b1dacc-6ce1-4cc6-a99c-38b07e8de453,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
d2b3cdb7-91b3-4c60-92bb-2bd8bad9c775,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
1ae1641e-7400-4d8c-92b4-9cd93003dd06,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
e581c5ca-002b-41ad-8fec-a77571de88cc,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
4c06e920-269b-456f-b205-31b67413daed,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
4170f044-37fd-40f3-b0f8-f90d8db59b5d,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
b953d5a9-a951-4f0e-b646-ea6379df49ba,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
2026a5fb-9c8d-46e2-9315-890df58a21c6,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
32ca80a8-ab57-4d8a-b16d-e71a98ffed8b,es,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16
e33b5b9d-6879-444a-8b7a-52c2ff687f3e,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
42a54278-5822-4093-b29a-38c491c30a7e,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
efec3aed-5870-40aa-8eac-170c7c70901a,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
6c7c74dc-a5fc-4ba8-a515-73e592086009,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],16
a638b6a6-d075-497f-b19e-8596f70b4cd1,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
3b324cb7-fc3c-4fee-abfd-2e6ff432f5df,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
252e9d8f-7546-4e85-869b-bf7d9bee9dbc,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
c0e48aba-16e6-45de-81e1-5ff2bb443aaa,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
c3352d4b-c044-45ee-a83d-ab06368951aa,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
aef38247-29ed-4094-a2d4-cf07d823ef67,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
65e9b47c-b251-4aca-b0be-34006dadc601,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
f4a67db5-d094-4368-9754-24fe802a510f,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
4f918989-acd4-4252-b964-07a798ffe862,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
598e701e-24da-46ad-a5dc-198634010a3b,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
be2f1f71-4bd3-4acf-b818-50e36a2cfb90,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],16
1baaf485-7e2b-475a-ad7d-88ec42fe47a6,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],16
2a224514-ede6-46a8-8c90-cbcbc91a3399,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
2f9c6ee1-83d6-493c-9861-d0ef6be5ff45,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
262b8b88-1360-4b2f-8e1d-3e71ef11d9c4,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
3790710e-3c96-4686-837a-45e865bef04a,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
d9ff79c4-b60d-4b50-bb80-b83e48be88a2,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],10
f939c7b7-2aaf-42f7-97d2-e430ee165ba9,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
3a1e0500-6007-4299-be4a-eef81bb72ad2,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
d076c567-500f-43db-8b7a-4657e9738e36,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
e7238238-f453-4f5d-98a1-0dbab57e8a42,es,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5
85cd979f-ce9a-450e-a5aa-f2e1ce352077,es,['c2bf02ad-370b-444c-b55b-d8c9aa363ad7'],16
f319e43e-ab58-4aed-80ac-f0388c4a0cfa,es,['c2bf02ad-370b-444c-b55b-d8c9aa363ad7'],3
25759a57-f770-4c8f-8233-c96e3b5ba439,es,['c2bf02ad-370b-444c-b55b-d8c9aa363ad7'],16
1b922359-0f43-48fd-812f-be674256c0dc,es,['c2bf02ad-370b-444c-b55b-d8c9aa363ad7'],3
