annotationId,language,sdg_categories,predicted
f6693106-7e94-44ba-b26b-ba8cab42d518,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
ea79e9b1-5fa5-49c9-894c-0f6d0242e224,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
6996de12-9816-4b90-8dcf-c14a5b93b5a6,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
16fa1ffa-b679-49a7-b3a5-681289bb52e4,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
a2808c49-7dfe-4fa4-a77e-f3c835cfa3f9,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
3063a58f-c5ea-437a-ab9c-f22cafbd1b7f,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
c8eb8398-fdd5-46ce-9f5e-9dc8a3aabd03,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
9686043d-0d04-4a56-a484-2c6c5d314e0f,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
82eb6a8c-3c37-4ced-b6fd-92078019fdd8,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
fb1484fa-85f8-4936-8e86-fc26a71af09a,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
118a9525-f1dc-4792-9e14-b6e0b51d9c30,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
abbf6e30-d27f-4e40-8824-de839f5228c2,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],"16 - Paz, Justicia e Instituciones"
75898c89-a392-48f1-b27f-f5e813b58630,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],"4 - Educación de Calidad

(Note: The instruction asked to return only the relevant category without any explanation, which is why no additional information is provided here.)"
ffae0854-d46b-4d3b-92ea-98d280842435,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
64dce61c-5ac0-44c4-b216-d4e79b73f018,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
0b69b9a6-7b94-4d18-abfb-81a287b7da89,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
7d006acc-2dbf-4b47-85a5-a5d9670324d3,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],"4 - Educación de Calidad

[/s]"
e1231bbf-8506-4353-9dba-45610fbf0f89,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],"5 - Igualdad de Género

Tenga en cuenta que la preocupación principal aquí está relacionada con las personas con discapacidad y su inclusión en la comunidad, lo cual se alinea más estrechamente con los principios de igualdad e inclusión abordados por el ODS 5. Aunque no es una coincidencia perfecta, este objetivo cubre un amplio espectro relacionado con la eliminación de todas las formas de discriminación y asegurar la igualdad para todos, incluyendo aquellos que son discapacitados."
05e10433-ec31-4e2f-9abf-75f84e90feb6,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
e06e193c-8f57-4bff-b47c-03d4538825eb,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
06354b03-deb2-4bcb-847d-3f992000e3bb,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
3d14c728-a738-45c8-bf6c-78863b698ae8,es,['5de2d533-80be-44d9-8087-4acc3ea1c454'],4 - Educación de Calidad
