annotationId,language,sdg_categories,predicted
annotationId,language,sdg_categories,predicted
a731b8d2-d15e-4432-95b7-56b603affc20,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
afccc7d0-f923-4353-a489-a24cb49994a4,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],5 - المساواة بين الجنسين
3ca70f72-f3c6-4e20-93a8-8462fd479f11,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
9a63494d-a0e9-4a68-b03d-da60d815131a,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
5004bf19-de44-4f00-97ce-da6b2f23c223,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
8b7ec37c-7350-4cb3-8c6e-c8fa0c80cb2f,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
9d769769-2ff7-4c5e-ade7-9bd4c0062ba5,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
85317777-4d4f-4133-a229-be3cb67550a4,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
30a6cccb-83a7-4211-992a-9f6931ee7e1a,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
70c1d61f-5721-423d-beb6-4faa996d2d00,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
1da02fb4-a3aa-4338-9b92-93fad239ddf9,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
da641c9b-6e56-43b4-9862-a3ef90b13f33,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
7c492eed-6b5f-4ce1-a21b-99c6a8187967,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
31e81abb-75d9-46d0-86f6-bda7b54c473b,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],سلام، عدالة ومؤسسات قوية - 16
d2536923-c663-45d8-bf79-19c527f56b7f,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
fadc869b-12e0-40d0-a573-b45f68d232e7,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
e1b1dacc-6ce1-4cc6-a99c-38b07e8de453,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
d2b3cdb7-91b3-4c60-92bb-2bd8bad9c775,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
1ae1641e-7400-4d8c-92b4-9cd93003dd06,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
e581c5ca-002b-41ad-8fec-a77571de88cc,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
4c06e920-269b-456f-b205-31b67413daed,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
4170f044-37fd-40f3-b0f8-f90d8db59b5d,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
b953d5a9-a951-4f0e-b646-ea6379df49ba,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
2026a5fb-9c8d-46e2-9315-890df58a21c6,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
32ca80a8-ab57-4d8a-b16d-e71a98ffed8b,ar,['c6811ae8-76b5-4032-8ac7-2ff776f6692a'],16 - سلام، عدالة ومؤسسات قوية
e33b5b9d-6879-444a-8b7a-52c2ff687f3e,ar,['067c5449-dd51-417b-b22d-3e4e0d8d9909'],5 - المساواة بين الجنسين
